type,id,boundary,leisure,name,name:de,name:hu,type_prop,id_prop,landuse,leaf_cycle,leaf_type,name:cs,name:pl,protect_class,website,wikidata,wikipedia,access:offroad,camping:caravan,camping:sleeping_bags,camping:tents,communication:amateur_radio:pota,drones,image,mushroom_pickup,noise,note,openfire,plant_pickup,protection_title,ref:DE-BY,ref:WDPA,short_protection_title,source,sport:free_flying,start_date,website:regulation,wikimedia_commons,alt_name,fixme,operator,short_name,natural,tourism,name:en,name:es,name:fr,name:hy,name:ro,boundary_type,description,dog,horse,name:sk,boat,camping,dtp_id,fishing,name:tr,protect_id,protection_object,iucn_level,name:an,name:az,name:eo,name:gl,name:hr,name:it,name:ka,name:lt,name:nl,name:vi,name:zh,wetland,name:ru,wheelchair,access,area:ha,eea:cdda:parentiso,eea:cdda:sitecode,protection_title:en,ref,sorting_name,url,related_law,subject:wikipedia,note:regulation,ref:natura2000,protect_title,access:conditional,contact:website,barrier,name:uk,note:opening_hours,note:opening_hours:1,note:opening_hours:2,opening_hours,source:geometry,check_date,contact:email,contact:mobile,loc_ref,contact:phone,name2,noaddress,operator:type,PSB,import_ref,ramsar,ref:isop,geometry
Feature,relation/408001,protected_area,nature_reserve,Dél-Hanság,Süd-Waasen,Dél-Hanság,boundary,relation/408001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""MultiPolygon"",""coordinates"":[[[[17.2182095,47.6941739],[17.217993,47.6940673],[17.2179669,47.6940837],[17.2174925,47.69385],[17.2174036,47.6937471],[17.2176851,47.6935604],[17.2177554,47.6933973],[17.2175774,47.6910967],[17.2175304,47.6901774],[17.216703,47.6898684],[17.2160851,47.6896376],[17.2159898,47.6896021],[17.2158728,47.6895583],[17.215785,47.6895256],[17.2155615,47.6894421],[17.2154508,47.6894008],[17.2153339,47.6893571],[17.2152434,47.6893233],[17.2147498,47.689139],[17.21455,47.6890643],[17.2140446,47.6888775],[17.2136964,47.6887486],[17.2123775,47.6882608],[17.2082483,47.6867034],[17.2080297,47.6866224],[17.2074288,47.6863996],[17.206995,47.6862388],[17.2068286,47.686177],[17.2055547,47.6857047],[17.2049669,47.6854867],[17.2044333,47.6853102],[17.2040294,47.6852105],[17.2034815,47.6850754],[17.2029936,47.6849748],[17.2029727,47.6849705],[17.2029197,47.6849596],[17.2023818,47.6848487],[17.2022736,47.6848264],[17.2017236,47.684713],[17.2016228,47.6846922],[17.2014943,47.6846107],[17.2015809,47.6845653],[17.2018013,47.6846182],[17.2028633,47.6848405],[17.2038573,47.6850485],[17.2044031,47.6851768],[17.2046339,47.6852628],[17.2107623,47.6875466],[17.2127005,47.6882706],[17.2127521,47.6882076],[17.2132777,47.6877688],[17.2140887,47.6870927],[17.2145299,47.6867217],[17.2150963,47.6858732],[17.2159824,47.6845457],[17.2161309,47.6843229],[17.216755,47.6833796],[17.2186614,47.6804971],[17.2198345,47.6787322],[17.2203903,47.677896],[17.2204573,47.6777953],[17.2206391,47.6778733],[17.2227923,47.6788006],[17.2239447,47.6792968],[17.2244921,47.6795325],[17.2251009,47.6797947],[17.2250724,47.6798194],[17.2244326,47.680692],[17.2219677,47.6840149],[17.2217916,47.6842991],[17.2195057,47.6880881],[17.2193764,47.6883691],[17.2187537,47.6908414],[17.2186231,47.6913827],[17.2184366,47.6924447],[17.2182095,47.6941739]]],[[[17.2236313,47.6719577],[17.2237437,47.6720843],[17.2237661,47.6721191],[17.223929,47.6723722],[17.2240969,47.672551],[17.2261535,47.6743129],[17.2270081,47.675024],[17.2276147,47.6755345],[17.2287027,47.6764503],[17.2289449,47.676685],[17.2289904,47.6767465],[17.2290396,47.6768129],[17.229072,47.6768566],[17.2291243,47.6769951],[17.2291117,47.6771696],[17.2290723,47.6772728],[17.229038,47.6773279],[17.2289029,47.6774475],[17.2252962,47.6796258],[17.2252213,47.6796907],[17.2218245,47.6782516],[17.2216554,47.6781788],[17.2219895,47.6769998],[17.2221101,47.6765744],[17.2221162,47.6765528],[17.2222335,47.6761571],[17.2226065,47.6748986],[17.2228752,47.6739922],[17.2229729,47.6736626],[17.2230817,47.6733671],[17.2234587,47.6723437],[17.2234955,47.6722412],[17.2235982,47.6719552],[17.2236313,47.6719577]]],[[[17.1893744,47.7052373],[17.1868706,47.7075804],[17.1857685,47.7086117],[17.1850583,47.7092762],[17.1842713,47.7100126],[17.1807251,47.7133304],[17.180415,47.7136204],[17.1801772,47.7138428],[17.179129,47.7137673],[17.1656163,47.7127946],[17.1641361,47.712688],[17.1639858,47.7126772],[17.1579063,47.7122379],[17.1308028,47.7102795],[17.1309925,47.7101131],[17.1314258,47.7097332],[17.1353374,47.7060684],[17.1363939,47.7050884],[17.1371555,47.7043454],[17.143371,47.6986138],[17.14228,47.6984528],[17.1417702,47.6983775],[17.1409578,47.6982557],[17.1406522,47.6982112],[17.1396115,47.6980598],[17.1375367,47.6977608],[17.1366561,47.6976355],[17.135077,47.6974108],[17.1319237,47.696947],[17.1307769,47.6967792],[17.1287439,47.6964726],[17.127596,47.6962995],[17.1268923,47.6983637],[17.1260942,47.7007027],[17.1251775,47.7033706],[17.1250815,47.7033578],[17.1241894,47.7060452],[17.1233304,47.7085953],[17.1230845,47.709336],[17.1229995,47.709592],[17.1229647,47.7096968],[17.1224474,47.7096583],[17.1221168,47.7096337],[17.1213333,47.7094697],[17.1189079,47.7093067],[17.1078937,47.7084857],[17.1077745,47.708566],[17.1077124,47.7085614],[17.107655,47.7085572],[17.0971836,47.707669],[17.0957082,47.7076777],[17.0955195,47.7076638],[17.0954253,47.7076568],[17.0953185,47.7077318],[17.0953153,47.7077341],[17.0952521,47.7077784],[17.0952222,47.7077995],[17.0951791,47.7078298],[17.0949872,47.7079644],[17.0949429,47.7079956],[17.0947092,47.7081597],[17.0942282,47.7084975],[17.0941947,47.708521],[17.0914687,47.7083217],[17.0891503,47.708152],[17.0860936,47.7079282],[17.0835395,47.7077412],[17.0812755,47.7075754],[17.0778702,47.7073258],[17.0775542,47.7073027],[17.0769278,47.7072567],[17.0753787,47.7071431],[17.0723879,47.7069238],[17.0695506,47.706714],[17.0670203,47.7065267],[17.0643771,47.7063312],[17.061568,47.7061233],[17.0612793,47.7061019],[17.0602362,47.7060247],[17.0588822,47.7059244],[17.0561739,47.7057238],[17.0537084,47.7055412],[17.0511613,47.7053525],[17.05082,47.7053273],[17.0476402,47.7050915],[17.0444215,47.7048528],[17.0415481,47.7046396],[17.041269,47.7045966],[17.0416563,47.7041946],[17.0418101,47.7040349],[17.0420135,47.7038237],[17.0420582,47.7037772],[17.0421404,47.7036919],[17.0423104,47.7036997],[17.0436885,47.7025173],[17.0441701,47.7021022],[17.0442326,47.7020453],[17.0443311,47.7019592],[17.0457567,47.7007007],[17.0470595,47.6995875],[17.0477541,47.6989827],[17.0478101,47.6989358],[17.0478876,47.6988706],[17.0485112,47.6983064],[17.0495171,47.6973778],[17.0509277,47.6960788],[17.0517319,47.6953413],[17.0518118,47.6944754],[17.0518171,47.6944196],[17.0518223,47.6943671],[17.0518808,47.6937176],[17.0519971,47.692511],[17.0521238,47.6911205],[17.0522481,47.6899343],[17.0523575,47.6887628],[17.0524542,47.6876394],[17.0525391,47.6867196],[17.0526208,47.6867407],[17.0526297,47.6866608],[17.0526361,47.6865832],[17.0525566,47.6865629],[17.0525756,47.6863256],[17.0523008,47.6862855],[17.0501927,47.6857658],[17.0478648,47.6851867],[17.0463287,47.6848011],[17.0458313,47.6846763],[17.0436537,47.6841071],[17.0415478,47.6835313],[17.0414737,47.683437],[17.0413395,47.6832666],[17.04124,47.68314],[17.0412935,47.6830003],[17.0419523,47.683198],[17.0421997,47.6832722],[17.0425319,47.6833719],[17.0424952,47.6834432],[17.0438954,47.6837899],[17.0460082,47.6843329],[17.0464991,47.6844553],[17.0480226,47.6848372],[17.0503381,47.6854239],[17.0514821,47.6857045],[17.0524834,47.6858579],[17.0525497,47.6858543],[17.0526345,47.6858497],[17.0526868,47.6858468],[17.0532922,47.6858141],[17.0551465,47.6854242],[17.0575343,47.6848973],[17.059428,47.6844851],[17.0594998,47.6844695],[17.0599637,47.6843685],[17.062462,47.6838312],[17.0649074,47.6832787],[17.0673572,47.6827297],[17.0687357,47.6824308],[17.0687847,47.6824201],[17.0688661,47.6824025],[17.0702416,47.6821041],[17.0729555,47.6814945],[17.0755746,47.6809317],[17.0775715,47.6800718],[17.0781195,47.6790433],[17.0781439,47.6780388],[17.0781528,47.677673],[17.0781779,47.6771154],[17.0781854,47.6765403],[17.0781936,47.6758848],[17.0781799,47.6746872],[17.0781761,47.6741167],[17.0781811,47.67339],[17.0781795,47.6733336],[17.0781825,47.6732972],[17.0781995,47.670913],[17.0782151,47.6696866],[17.0782179,47.6679741],[17.0782182,47.6679191],[17.0782219,47.6672136],[17.078222,47.6671817],[17.078223,47.6671027],[17.078224,47.6667116],[17.0782244,47.6666006],[17.0782245,47.6665763],[17.0782266,47.6662709],[17.0782284,47.6661035],[17.0782372,47.6653081],[17.0782479,47.6643757],[17.0782507,47.6635252],[17.0782614,47.6622924],[17.0782738,47.6619144],[17.0782896,47.6615086],[17.0782962,47.6613148],[17.0783136,47.6611667],[17.0808436,47.6614492],[17.0808473,47.6608589],[17.0808525,47.660047],[17.0808532,47.6599944],[17.0808606,47.6593801],[17.0808712,47.6585057],[17.0808815,47.6576402],[17.0808861,47.6571789],[17.0808967,47.6560257],[17.0808994,47.6557702],[17.0809022,47.6555069],[17.0809073,47.6550124],[17.0809283,47.6539854],[17.0800058,47.6539631],[17.079817,47.6539585],[17.0785498,47.6539271],[17.0785531,47.6538912],[17.0785584,47.6538339],[17.0785635,47.6537808],[17.0809272,47.6538245],[17.0810196,47.6538461],[17.0848549,47.6539106],[17.0853241,47.6539115],[17.0857941,47.6539191],[17.0859102,47.653921],[17.087131,47.6539461],[17.0883344,47.653963],[17.0891689,47.6539735],[17.0892714,47.6539748],[17.0897399,47.6539812],[17.0905238,47.6539992],[17.091117,47.6540028],[17.0913095,47.6539836],[17.0947032,47.6540326],[17.096666,47.654061],[17.0988751,47.6540882],[17.0990286,47.6540924],[17.1015979,47.6541184],[17.1040535,47.6541482],[17.1041399,47.6541503],[17.1046168,47.6541558],[17.1065239,47.6541832],[17.1091723,47.6542259],[17.1091902,47.6504312],[17.109192,47.6500623],[17.1095309,47.6501775],[17.1095296,47.6506618],[17.1095279,47.6513121],[17.1095268,47.651793],[17.1095268,47.6518119],[17.1095263,47.6520292],[17.1095248,47.6526172],[17.109522,47.6536869],[17.1095211,47.65403],[17.1103534,47.654275],[17.1116154,47.6545557],[17.1124166,47.6547872],[17.1136244,47.6550409],[17.1143987,47.6552415],[17.1146001,47.6552936],[17.1147527,47.655244],[17.1151056,47.6553043],[17.1159765,47.6554533],[17.1166544,47.6556093],[17.1176074,47.655971],[17.1182852,47.6560892],[17.119121,47.6563971],[17.1207488,47.6569644],[17.1229158,47.6578399],[17.1235499,47.6581106],[17.1240369,47.6583297],[17.1252194,47.6589972],[17.1261668,47.6596021],[17.127616,47.6604012],[17.1286902,47.6610988],[17.1298614,47.6621286],[17.1298667,47.6621333],[17.1328848,47.6603768],[17.1344925,47.6594412],[17.1348828,47.6592605],[17.1351017,47.6592074],[17.1359415,47.6586521],[17.1376271,47.6591938],[17.1373557,47.6623059],[17.1390945,47.6631949],[17.1392914,47.6632956],[17.1398505,47.6635815],[17.1399649,47.6634856],[17.1401942,47.6636046],[17.1420698,47.6638105],[17.1427089,47.6638806],[17.1441629,47.6645943],[17.1463252,47.6657478],[17.1463378,47.6657545],[17.1470605,47.66614],[17.1471223,47.6661081],[17.147482,47.6659224],[17.1475216,47.665902],[17.1475618,47.6659261],[17.1476823,47.665808],[17.1477856,47.6658818],[17.151166,47.6681922],[17.1523108,47.6689525],[17.15383,47.6699878],[17.1543882,47.6709042],[17.1545996,47.6712513],[17.1558944,47.6721579],[17.1573975,47.6733429],[17.1577781,47.6735966],[17.1578837,47.6736809],[17.1579356,47.6737834],[17.1579067,47.6739776],[17.1576736,47.6745224],[17.157532,47.6750175],[17.1574726,47.6752261],[17.1574091,47.6754485],[17.1573475,47.6756642],[17.1573,47.6758303],[17.1572415,47.6760355],[17.1571815,47.6762456],[17.1570791,47.6765998],[17.1569342,47.677099],[17.1568788,47.6772896],[17.1568121,47.6775191],[17.1566324,47.6781378],[17.1565366,47.6784677],[17.156431,47.6788776],[17.1563986,47.679106],[17.1563165,47.6809547],[17.1590723,47.6820655],[17.1602567,47.6825429],[17.1603735,47.6826025],[17.1602945,47.6826875],[17.1601646,47.6826326],[17.1599304,47.682855],[17.1600913,47.6829057],[17.1622618,47.6837712],[17.1645352,47.6846622],[17.1664431,47.6854325],[17.1676157,47.6858669],[17.1676968,47.6858671],[17.1682285,47.6858683],[17.1704419,47.6867518],[17.1727506,47.6876758],[17.1750772,47.6886141],[17.1774271,47.6895434],[17.179772,47.6904808],[17.1806283,47.6908287],[17.1807655,47.6908844],[17.1819332,47.6913588],[17.1842385,47.69228],[17.1863212,47.6931205],[17.1865273,47.6932037],[17.1873291,47.693556],[17.18886,47.6941425],[17.1911549,47.6950445],[17.1934951,47.695984],[17.1957486,47.6968912],[17.1969135,47.6973856],[17.1966627,47.6976369],[17.1965179,47.6977819],[17.1994262,47.6989343],[17.2069672,47.7019306],[17.2125092,47.704135],[17.2126403,47.7040052],[17.2156132,47.7051887],[17.2152153,47.7052101],[17.2150638,47.7052182],[17.2149035,47.7052268],[17.2147394,47.705241],[17.2143157,47.7052684],[17.2142052,47.7052756],[17.2125531,47.7053828],[17.2104943,47.7055145],[17.2098735,47.7055541],[17.2080371,47.7056716],[17.2063193,47.705767],[17.2039747,47.7059073],[17.2012713,47.7060623],[17.2007032,47.7060954],[17.1990942,47.7061893],[17.1969347,47.7063124],[17.1968633,47.7063105],[17.1967292,47.7063067],[17.1954013,47.7061195],[17.1947178,47.7060232],[17.1940555,47.7059209],[17.1928607,47.7057361],[17.1896531,47.7052684],[17.1893744,47.7052373]],[[17.0913793,47.6540511],[17.0913758,47.6540954],[17.0963956,47.6541592],[17.0964359,47.6541588],[17.0989244,47.6541917],[17.0990239,47.6541831],[17.1015523,47.6542069],[17.1015958,47.6542194],[17.1027545,47.6542315],[17.1040524,47.654245],[17.1041416,47.6542428],[17.1046202,47.6542515],[17.1066372,47.6542859],[17.1067166,47.6542841],[17.1086823,47.6543144],[17.1091719,47.6543219],[17.1091721,47.6542829],[17.1046132,47.6542104],[17.0989743,47.654146],[17.0913793,47.6540511]],[[17.1696315,47.6902545],[17.1698216,47.6903287],[17.1703577,47.6905381],[17.170441,47.6905706],[17.1706639,47.6906577],[17.1712033,47.6908683],[17.1714029,47.6909462],[17.1714306,47.6909131],[17.1704662,47.690538],[17.1703944,47.6905106],[17.1696563,47.6902242],[17.1696315,47.6902545]]]]}"
Feature,relation/452265,national_park,nature_reserve,Bewahrungszone Waasen - Hanság,,Hanság Waasen,boundary,relation/452265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Polygon"",""coordinates"":[[[17.0300932,47.7293336],[17.0314961,47.7280888],[17.03143,47.7280632],[17.0358143,47.725284],[17.0385876,47.7272855],[17.0384724,47.7273577],[17.0517455,47.7331566],[17.0487206,47.7364019],[17.0457515,47.7351089],[17.0451766,47.7357203],[17.0481584,47.7370067],[17.0470061,47.7382401],[17.0466595,47.7386111],[17.0462174,47.7390563],[17.0326417,47.7331429],[17.0312028,47.7358303],[17.0247411,47.7343201],[17.02586,47.733355],[17.0262807,47.7329735],[17.0277664,47.7316159],[17.0284271,47.7310124],[17.030188,47.7293696],[17.0300932,47.7293336]]]}"
Feature,relation/953622,,nature_reserve,Zurndorfer Eichenwald,,,multipolygon,relation/953622,forest,deciduous,broadleaved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Polygon"",""coordinates"":[[[17.0025281,47.9565375],[17.0030218,47.9574525],[17.0033517,47.9579393],[17.0041671,47.9591948],[17.0037916,47.9593331],[17.0031747,47.9596528],[17.0023084,47.9600282],[17.0019302,47.9603785],[17.0014125,47.9606515],[17.000463,47.961334],[16.9980007,47.9630097],[16.9975072,47.9632504],[16.9972489,47.9629333],[16.9976735,47.9627673],[17.0002806,47.9609317],[17.0012569,47.9603515],[17.0021528,47.9599258],[17.0019811,47.9596959],[17.0009136,47.9602222],[16.9990629,47.9614525],[16.9987196,47.9612334],[16.9979015,47.9618153],[16.9968825,47.9624835],[16.9962841,47.9617489],[16.995854,47.961012],[16.9966382,47.9606569],[16.9972765,47.9602761],[16.9984809,47.9593044],[16.9993848,47.9588481],[17.0000741,47.9583542],[16.9996235,47.9579536],[16.9992211,47.9579608],[16.9987276,47.9583093],[16.9989261,47.9585769],[16.9983467,47.9588966],[16.9975662,47.9594948],[16.9965684,47.9601468],[16.9956262,47.9606218],[16.9954097,47.9602509],[16.9974536,47.9590367],[16.9972183,47.958823],[16.9974267,47.9586021],[16.9985345,47.9578854],[16.9990907,47.9574588],[16.9987947,47.9571848],[16.9986689,47.9569825],[16.9967129,47.9583638],[16.9961853,47.9579147],[16.9985025,47.9565223],[16.9981335,47.9562059],[16.9979666,47.9559535],[16.9955485,47.9573769],[16.9951871,47.9570208],[16.9977049,47.9556548],[16.9973543,47.9552215],[16.994777,47.9566299],[16.994442,47.9563524],[16.9944844,47.9562202],[16.9942919,47.9562631],[16.9943474,47.956166],[16.9969017,47.9548657],[16.9968098,47.9547527],[16.9941055,47.9560822],[16.9936533,47.9556217],[16.9939146,47.9554703],[16.995222,47.9547132],[16.9950852,47.9544707],[16.9941893,47.9549359],[16.9937152,47.9545014],[16.9953705,47.9533497],[16.9952032,47.9530803],[16.9950343,47.9526948],[16.9963592,47.9523096],[16.9982073,47.9515066],[16.9981456,47.9514869],[16.9970968,47.9518677],[16.9968286,47.9516575],[16.9987544,47.9508563],[16.9991062,47.9511498],[16.999712,47.9509354],[16.9998622,47.9509695],[17.0018551,47.9500425],[17.0018926,47.9498701],[17.0016861,47.9495862],[17.0017836,47.9493541],[17.0018665,47.9493457],[17.0030326,47.9489592],[17.0030084,47.9491586],[17.0024559,47.9494227],[17.0026884,47.9495911],[17.0031072,47.9500604],[17.0037669,47.9505625],[17.0047307,47.9516361],[17.0054455,47.9522419],[17.005282,47.9530657],[17.0057014,47.9534798],[17.0065228,47.9542186],[17.0067553,47.9545347],[17.0075538,47.9555258],[17.0088026,47.9559632],[17.0092659,47.9563934],[17.0098884,47.9565991],[17.0111582,47.9579695],[17.0111208,47.9582368],[17.0114632,47.9587448],[17.0103602,47.959199],[17.010746,47.9601522],[17.0106083,47.9602189],[17.0105374,47.9604144],[17.0104918,47.9605024],[17.0101941,47.9606569],[17.0094151,47.9609739],[17.0077948,47.9596713],[17.0067986,47.9594399],[17.0059927,47.9584241],[17.0057242,47.9586317],[17.0051984,47.9588679],[17.0046906,47.9590596],[17.0038892,47.9578476],[17.003679,47.9576842],[17.002947,47.9562648],[17.0025281,47.9565375]],[[17.0013025,47.9571938],[17.0005864,47.9574992],[17.0018175,47.9585679],[17.0023406,47.958329],[17.0013025,47.9571938]],[[17.0048845,47.9570882],[17.0049647,47.9572031],[17.0050404,47.9571783],[17.0049616,47.9570659],[17.0048845,47.9570882]],[[16.9972385,47.954317],[16.9985074,47.9537436],[16.9983205,47.9535423],[16.9988849,47.9533078],[16.9992307,47.9536922],[16.9993049,47.9536672],[17.0005401,47.9531315],[17.0010987,47.9528672],[17.0011325,47.9528922],[17.0013148,47.9528243],[17.001353,47.9528557],[17.002306,47.9524027],[17.0023742,47.9522397],[17.0023821,47.9520662],[17.0023178,47.9519131],[17.0021276,47.9516017],[17.0011976,47.95201],[17.0009955,47.9519168],[17.0005831,47.9520947],[17.0004646,47.9520286],[17.0004154,47.9517989],[16.9983478,47.9527082],[16.9983745,47.9529135],[16.9963737,47.9537179],[16.9962579,47.9538113],[16.9961443,47.9539737],[16.9964219,47.9538674],[16.9966121,47.9538981],[16.9967444,47.9539576],[16.9967983,47.954085],[16.9967937,47.9541872],[16.9967906,47.954341],[16.9969594,47.9543774],[16.9970544,47.9542332],[16.9972385,47.954317]]]}"
